Timestamp,Location (Lat:Long),Temperature (°C),Heat Intensity,Humidity (%),Emissivity,Wind Direction (degrees),Wind Speed (m/s)
17-09-2023 16:49,50.2698:63.636,18.35,237.65,77.35,0.97,156,0.12
17-09-2023 16:49,14.1509:-28.7324,33.25,144,67.17,0.91,236,6.69
17-09-2023 16:49,34.0942:-61.0781,32.39,204.79,39.62,0.83,337,3.6
17-09-2023 16:49,31.01:-133.1924,19.73,177.29,46.99,0.83,44,2.82
17-09-2023 16:49,-77.2474:-122.5084,38.62,109.71,30.36,0.94,257,4.83
17-09-2023 16:49,-47.0783:-162.4959,29.14,236.5,45.07,0.99,122,5.16
17-09-2023 16:49,88.2997:-46.0291,39.6,150.32,46.92,0.87,16,7.95
17-09-2023 16:49,83.0569:36.6256,7.26,153.16,36.81,0.99,160,7.03
17-09-2023 16:49,70.5328:138.8812,9.39,224.79,31.61,0.99,119,3.73
17-09-2023 16:49,-68.3256:-48.6449,0.72,232.7,53.04,0.8,298,2.8
17-09-2023 16:49,18.2309:-2.7059,30.77,187.34,68.53,0.99,25,8.37
17-09-2023 16:49,22.3782:-90.338,27.52,281.27,71.5,0.88,217,8.63
17-09-2023 16:49,-31.7746:-122.8954,5.89,106.81,29.94,0.94,33,9.58
17-09-2023 16:49,-79.0032:-132.3069,16.86,243.89,57.17,0.89,132,5.5
17-09-2023 16:49,52.8994:66.7863,36.54,170.52,39.7,0.96,116,4.05
17-09-2023 16:49,-85.2977:-168.9297,38.58,132.06,69.13,0.85,10,8.97
17-09-2023 16:49,-59.9478:71.965,28.27,138.89,64.23,0.89,152,5.62
17-09-2023 16:49,44.9527:34.1377,9.02,159.82,73.32,0.97,101,3.07
17-09-2023 16:49,84.8138:29.9696,36.37,187.38,32.87,0.9,182,0.89
17-09-2023 16:49,58.0151:63.3724,3.54,137.19,34.12,0.91,239,6.67
17-09-2023 16:49,68.2124:150.1761,13.12,205.73,64.05,0.86,342,7.59
17-09-2023 16:49,-40.2626:85.4906,8.63,184.53,28.73,0.95,319,6.77
17-09-2023 16:49,-41.824:-24.0125,17.36,286.36,47.21,0.82,150,9.89
17-09-2023 16:49,62.2827:-20.8198,18.75,115.58,52.43,0.94,112,4.96
17-09-2023 16:49,-2.7257:-79.9344,29.37,201.66,38.19,0.82,92,8.18
17-09-2023 16:49,-6.5543:-172.0121,29.29,151.21,53.23,0.86,213,6.39
17-09-2023 16:49,38.5547:-49.0764,0.47,194.42,58.13,0.99,170,7
17-09-2023 16:49,50.5919:73.3943,0.95,298.19,50.96,0.95,337,1.97
17-09-2023 16:49,-65.4061:58.4397,4.39,112.8,27.75,0.87,259,3.92
17-09-2023 16:49,-22.0941:60.9393,8.95,113.41,77.43,0.91,289,7.12
17-09-2023 16:49,-65.6989:-92.7584,4.08,269.1,79.24,0.81,130,6.42
17-09-2023 16:49,58.3258:43.1525,38.35,206.79,40.49,0.81,3,8
17-09-2023 16:49,-79.2236:-47.8079,31.12,212.43,67.11,0.81,215,7.17
17-09-2023 16:49,-67.8604:-121.0047,8,206.49,53.53,0.94,14,1.94
17-09-2023 16:49,12.05:178.9648,25.76,113.51,72.13,0.89,301,3.4
17-09-2023 16:49,-67.9718:144.1963,21.7,249.08,65.09,0.86,190,4.1
17-09-2023 16:49,37.8439:84.8334,36.93,224.8,54.64,0.91,81,8.81
17-09-2023 16:49,87.2231:148.7641,16.56,169.35,29.93,0.97,258,4.1
17-09-2023 16:49,63.9799:153.6885,2.25,274.16,40.51,1,356,0.67
17-09-2023 16:49,7.4658:-112.5851,17.38,198.32,41.83,0.93,201,2.11
17-09-2023 16:49,59.4535:-102.4534,16.92,233.63,78.51,0.88,347,1.1
17-09-2023 16:49,82.9848:170.1769,6.02,196.97,59.62,0.89,314,5.09
17-09-2023 16:49,61.6816:98.9795,9.82,285.3,49.84,0.87,243,8.02
17-09-2023 16:49,20.2126:8.2287,4.11,184.46,29.46,0.87,94,9.13
17-09-2023 16:49,-34.159:4.6883,2.5,183.64,43.98,0.89,288,7.63
17-09-2023 16:49,67.5709:-152.3433,20.18,115.98,23.17,0.81,107,0.87
17-09-2023 16:49,35.5535:86.739,1.84,217.56,23.61,0.91,251,5.1
17-09-2023 16:49,54.6313:-14.0723,29.24,298.02,67.88,0.92,189,3.54
17-09-2023 16:49,-44.4683:-127.5883,0.65,298.23,35.19,0.89,243,7.61
17-09-2023 16:49,79.6049:2.1693,3.35,188.51,58.42,0.87,139,3.23
17-09-2023 16:49,-15.2747:157.1564,30.14,229.26,35.78,0.82,282,3.28
17-09-2023 16:49,-87.1172:177.8721,28.97,222.25,39.87,0.91,166,9.8
17-09-2023 16:49,52.0688:156.4497,26.44,151.08,33.74,0.9,159,1.52
17-09-2023 16:49,54.4266:42.3927,4.98,146.32,74.34,0.99,277,6.96
17-09-2023 16:49,-43.9737:-86.0836,28.7,149.97,74.88,0.98,296,3.99
17-09-2023 16:49,-46.2899:-135.5224,8.71,152.06,67.15,0.94,263,8.78
17-09-2023 16:49,-32.7626:81.8952,22.67,154.56,25.42,0.84,351,0.18
17-09-2023 16:49,-6.1569:-27.0097,35.25,166.23,63.94,0.96,97,2.87
17-09-2023 16:49,73.3876:-29.0549,8.36,154.61,42.74,0.89,307,0.79
17-09-2023 16:49,-3.1772:22.049,21.83,158.48,20.66,0.92,69,7.02
17-09-2023 16:49,-25.3361:48.3179,10.52,118.91,39.06,0.81,27,4.71
17-09-2023 16:49,-17.414:-92.9493,30.85,164.73,30.78,0.91,203,4.62
17-09-2023 16:49,41.6136:-130.1255,1.21,235.2,69.02,0.94,26,0.08
17-09-2023 16:49,40.4122:108.0914,39.14,273.59,25.91,0.98,253,2.28
17-09-2023 16:49,58.944:-70.8982,9.26,210.46,56.44,0.93,310,8.56
17-09-2023 16:49,7.3313:-163.7936,22.25,224.71,50.58,1,183,1.12
17-09-2023 16:49,-51.7184:-135.5205,39.79,265.39,67.5,0.88,289,9.95
17-09-2023 16:49,-35.8443:147.1044,37.85,142.06,43.82,0.83,296,2.54
17-09-2023 16:49,32.4879:-78.5724,28.24,274.78,62.58,0.97,354,1.24
17-09-2023 16:49,57.1979:-39.8295,12.31,155.61,36.61,0.96,130,4.35
17-09-2023 16:49,-32.4591:91.0663,26.22,165.46,20.62,0.91,214,5.99
17-09-2023 16:49,88.5499:125.3752,8.08,246.47,33.41,0.82,167,3.26
17-09-2023 16:49,59.2516:124.1278,27.4,185.1,48.66,0.94,317,1.91
17-09-2023 16:49,-16.2963:55.1694,26.06,268.55,66.61,0.88,68,7.28
17-09-2023 16:49,51.421:129.7205,39.27,170.6,71.61,0.91,319,7.74
17-09-2023 16:49,59.915:0.3144,24.14,115.35,37.19,0.98,335,6.61
17-09-2023 16:49,16.5947:159.4064,15.97,150.29,20.58,0.83,177,8.51
17-09-2023 16:49,-46.6796:-107.7061,22.7,260.27,25.68,0.93,328,5.72
17-09-2023 16:49,27.6967:129.9846,11.56,144.32,52.36,0.89,218,9.17
17-09-2023 16:49,-75.0556:128.7937,0.9,242.3,23.84,0.98,74,9.77
17-09-2023 16:49,55.1737:-91.9891,10.3,219.82,32.3,0.93,230,0.69
17-09-2023 16:49,-70.6704:111.3275,28.92,150.99,32.98,0.91,80,3.92
17-09-2023 16:49,24.418:-94.7007,36.79,264.18,47.37,0.9,265,3.24
17-09-2023 16:49,-81.177:-102.1662,22.81,238.5,41.31,0.85,276,4.77
17-09-2023 16:49,60.1184:-48.4102,17.14,233.17,40.51,0.91,134,6.08
17-09-2023 16:49,37.6099:154.9067,1.67,141,26.69,0.97,81,2.05
17-09-2023 16:49,-35.618:-27.0007,4.1,140,37.24,0.9,175,7.39
17-09-2023 16:49,-18.1559:-55.9526,19.91,124.19,63.58,0.97,328,1.12
17-09-2023 16:49,62.2685:28.8666,4.63,285.79,30.96,0.93,250,6.32
17-09-2023 16:49,-35.8045:22.0852,1.75,144.13,43.63,0.99,354,9.99
17-09-2023 16:49,-72.0087:140.1388,6.77,297.89,56.06,0.91,125,3.76
17-09-2023 16:49,70.7946:145.6752,35.06,132.1,78.98,0.82,29,2.72
17-09-2023 16:49,20.9117:38.9972,1.78,115.51,75.63,0.95,213,6.33
17-09-2023 16:49,52.6708:102.9584,29.66,143.06,37.68,0.97,17,5.92
17-09-2023 16:49,50.138:-90.8689,30.7,267.93,32.28,0.82,342,6.61
17-09-2023 16:49,-46.6431:-40.3233,9.87,240.46,33.75,0.87,238,6.73
17-09-2023 16:49,61.4185:178.6315,38.21,123.4,47.74,0.85,52,3.36
17-09-2023 16:49,-27.7829:130.1277,25.68,192.77,43.11,0.96,104,1.69
17-09-2023 16:49,-17.0899:168.1649,33.12,256.07,26.91,0.81,60,2.93
17-09-2023 16:49,7.289:169.8713,20.05,131.04,67.23,0.88,185,9.38
17-09-2023 16:49,-38.5866:-99.6297,0.71,253.92,75.87,0.82,245,9.65
17-09-2023 16:49,-67.3409:-69.3487,19.13,227.84,22.06,0.89,244,5.84
17-09-2023 16:49,11.6713:-132.6149,27.7,292.23,53.81,0.88,331,3.14
17-09-2023 16:49,84.6043:39.0075,13.6,166.36,66.7,0.94,137,3.54
17-09-2023 16:49,24.4785:-24.5975,8.16,165.82,60.42,0.89,70,3.25
17-09-2023 16:49,82.3113:16.5877,27.1,143.35,21.03,1,287,5.93
17-09-2023 16:49,-67.5974:-23.2614,1.32,251.36,30.28,0.82,325,8.2
17-09-2023 16:49,82.7914:-46.777,19.18,155.18,74.44,0.82,193,7.67
17-09-2023 16:49,-40.7712:-134.7709,3.33,147.98,23.96,0.81,219,5.87
17-09-2023 16:49,-59.2991:151.9683,4.9,161.25,20.45,0.9,208,3.47
17-09-2023 16:49,34.3518:102.7433,32.49,185.03,75.21,0.95,49,5.23
17-09-2023 16:49,72.8636:3.4102,23.16,121.89,72.43,0.92,90,0.75
17-09-2023 16:49,-7.3951:-45.6161,2.25,250.07,30.24,0.97,38,3.4
17-09-2023 16:49,-72.7648:118.0103,11.02,127.84,79.34,0.81,237,7.24
17-09-2023 16:49,49.2744:98.4069,15.13,107.5,59.54,0.94,199,7.55
17-09-2023 16:49,-51.3932:-86.5442,18.61,285.32,41.82,0.98,254,5.74
17-09-2023 16:49,63.5516:-32.4141,5.89,260.27,43.41,0.9,17,8.51
17-09-2023 16:49,-32.2762:-15.0835,28.3,263.03,65.92,1,324,2.74
17-09-2023 16:49,-65.9586:129.4084,37.23,122.63,68.1,0.83,10,8.01
17-09-2023 16:49,44.4312:15.1743,25.17,169.24,79.73,0.95,305,5.83
17-09-2023 16:49,-58.7295:109.8365,4.46,264.82,42.43,0.91,323,2.44
17-09-2023 16:49,-24.8915:-29.0531,12.14,213.1,71.77,0.93,48,9.14
17-09-2023 16:49,50.5942:136.3869,31.35,205.62,27.07,0.9,313,4.11
17-09-2023 16:49,2.5648:-166.6367,19.36,136.98,37.59,0.95,69,3.64
17-09-2023 16:49,12.4316:-90.1314,37.43,222.26,41.79,0.86,72,9.92
17-09-2023 16:49,46.6922:168.3073,5.59,161.78,75.64,0.86,205,4.24
17-09-2023 16:49,50.8195:-164.7687,7.3,237.82,38.35,0.94,73,8.8
17-09-2023 16:49,-15.3337:92.397,32.05,270.8,40.51,0.8,216,5.26
17-09-2023 16:49,-52.877:-69.3697,31.99,111.43,74.05,0.86,273,0.04
17-09-2023 16:49,-89.7952:167.687,10.63,200.54,30.18,0.9,239,4.39
17-09-2023 16:49,-70.1849:-45.1546,9.7,211.89,21.88,0.98,135,7.58
17-09-2023 16:49,78.3125:-40.8794,37.96,156.54,25.23,0.96,123,9
17-09-2023 16:49,-70.4447:115.8522,3.83,185.26,52.04,0.84,127,5.02
17-09-2023 16:49,-13.4984:-33.889,25.16,151.16,25.5,0.97,354,7.65
17-09-2023 16:49,-69.7692:-141.9366,9.18,261.75,43.54,0.89,272,0.85
17-09-2023 16:49,22.0866:161.5666,3.16,263.89,59.71,0.96,351,1.1
17-09-2023 16:49,29.8293:-3.4882,39.41,239.34,21.53,0.96,268,2.62
17-09-2023 16:49,51.173:5.7967,33.78,143.88,58.41,0.91,291,2.89
17-09-2023 16:49,-83.7834:-156.6064,4.13,183.03,21.7,0.84,135,1.27
17-09-2023 16:49,21.4995:-161.9372,19.5,110.05,57.64,0.89,5,5.36
17-09-2023 16:49,-62.5764:170.3877,3.63,145.45,68.79,0.91,73,4.88
17-09-2023 16:49,50.3702:-149.8096,14.07,154.21,45.52,0.84,231,4.99
17-09-2023 16:49,-81.4399:81.5917,8.23,140.09,21.09,0.99,54,8.98
17-09-2023 16:49,-50.4017:-64.6963,29.73,138.04,54.72,0.84,200,2.5
17-09-2023 16:49,72.0989:4.6309,1.06,214.25,24.43,0.97,260,3.02
17-09-2023 16:49,-17.1835:-123.1983,21.61,291.26,28.77,0.92,360,9.4
17-09-2023 16:49,22.844:173.3418,39.52,256.42,36.83,0.9,256,5.76
17-09-2023 16:49,83.6538:-148.109,20,258.59,28.2,0.97,199,0.72
17-09-2023 16:49,86.9141:172.8768,36.97,168.6,23.48,0.97,58,5.74
17-09-2023 16:49,-28.3085:129.1456,10.34,160.46,34.5,0.93,212,2.58
17-09-2023 16:49,66.0437:70.7721,4.33,185.35,70.26,0.92,41,4.88
17-09-2023 16:49,-37.0337:173.2558,26.36,278.22,36.56,0.98,259,1.59
17-09-2023 16:49,16.0011:-30.9183,38.1,132.23,46.33,0.82,316,9.7
17-09-2023 16:49,-11.175:81.9389,34.54,237.74,26.77,0.85,255,4.7
17-09-2023 16:49,67.021:-133.4987,3.04,205.37,29.92,0.9,40,3.56
17-09-2023 16:49,-2.3234:10.7274,32.46,101.3,60.58,0.84,109,8.81
17-09-2023 16:49,-10.3477:33.0073,30.2,131.17,34.99,0.85,33,6.57
17-09-2023 16:49,-63.0878:22.7876,31.26,104.23,43.2,0.88,343,6.83
17-09-2023 16:49,-77.7836:42.0139,22.15,199.02,71.4,0.94,137,4.18
17-09-2023 16:49,-2.1062:6.08,26.88,259.63,45.14,0.86,319,4.87
17-09-2023 16:49,-35.7119:178.0698,1.5,178.75,66.92,0.91,219,5.97
17-09-2023 16:49,-82.7425:-52.7884,33.34,113.68,39.25,0.85,203,5.16
17-09-2023 16:49,20.5048:94.9296,27.3,287.74,43.67,0.87,188,5.84
17-09-2023 16:49,7.6544:-97.6412,35.15,270.59,76.37,0.83,126,5.54
17-09-2023 16:49,1.6012:141.634,7.35,168.63,77.24,0.96,116,3.78
17-09-2023 16:49,9.3427:-24.9967,4.02,154.91,56.14,0.95,94,1.93
17-09-2023 16:49,13.4478:-136.3518,35.11,154.12,72.5,0.92,322,3.75
17-09-2023 16:49,-81.5777:-167.941,11.84,241.14,47.19,0.94,150,6.38
17-09-2023 16:49,79.835:123.9356,33.6,114.08,44.72,0.84,185,5.84
17-09-2023 16:49,-36.2706:-68.569,10.04,137.82,73.53,0.93,135,1.54
17-09-2023 16:49,-43.0817:-110.7766,9.32,161.33,58.26,0.81,144,1.56
17-09-2023 16:49,-62.8513:-144.0105,20.9,222.42,30.2,0.88,74,9.71
17-09-2023 16:49,-30.1663:-145.0369,7.81,280.16,50.52,0.98,57,0.84
17-09-2023 16:49,-15.8419:43.1218,2.89,295.39,27.35,0.83,296,3.92
17-09-2023 16:49,-64.9318:165.0496,19.27,113.95,72.02,0.88,329,8.06
17-09-2023 16:49,-13.3678:79.6839,25.19,296.53,49.82,0.88,127,6.07
17-09-2023 16:49,-8.388:85.2592,35.75,124.36,32.05,0.82,137,5.39
17-09-2023 16:49,18.18:-128.7264,18.74,122.67,38.53,0.94,12,2.54
17-09-2023 16:49,83.9388:27.3825,18.19,190.73,46.65,0.9,91,0.47
17-09-2023 16:49,42.3007:157.9542,27.95,186.69,39.35,0.84,120,1.06
17-09-2023 16:49,83.9122:158.1098,20.68,246.78,22.5,0.83,168,9.27
17-09-2023 16:49,24.9031:-71.7276,39.99,102.22,63.56,0.81,249,7.2
17-09-2023 16:49,22.7806:89.5789,36.44,181.56,77.82,0.83,140,9.51
17-09-2023 16:49,78.3553:-148.1733,8.74,101.37,24.63,0.99,174,4.7
17-09-2023 16:49,-29.9363:-173.6272,21.77,126.78,47.53,0.83,85,2.06
17-09-2023 16:49,-57.2164:-106.2296,36.31,163.12,50.14,0.89,190,5.71
17-09-2023 16:49,-17.598:-164.3457,7.9,257.67,72.24,1,309,5.9
17-09-2023 16:49,-4.8606:-21.696,2.6,232.14,39.8,0.83,288,8.47
17-09-2023 16:49,32.5812:17.9297,20.16,240.01,64.46,0.93,338,9.36
17-09-2023 16:49,64.4661:-115.1181,10.05,217.09,22.89,0.86,347,3.06
17-09-2023 16:49,82.3574:-178.9414,21.78,220.73,26.18,0.82,319,2.33
17-09-2023 16:49,75.8839:44.426,14.61,204.56,70.15,0.89,147,6.73
17-09-2023 16:49,21.0614:15.7009,16.89,166.22,57.42,0.98,318,0.69
17-09-2023 16:49,-8.97:-91.0561,1.43,202.29,56.62,0.83,210,7.02
17-09-2023 16:49,-17.3136:81.0606,19.53,288.86,47.36,0.89,288,6.49
17-09-2023 16:49,22.7713:-53.1691,31.55,100.38,76.71,0.82,227,0.92
17-09-2023 16:49,2.7837:-53.0871,18.81,210.54,35.31,0.89,242,4.75
17-09-2023 16:49,-82.3799:-172.9038,37.4,152.9,69.84,0.98,94,3.76
17-09-2023 16:49,-63.3067:-156.4717,34.55,204.7,36.19,0.95,67,0.51
17-09-2023 16:49,-82.5296:-131.4348,38.33,220.2,30.35,0.84,110,3.5
17-09-2023 16:49,-47.8709:153.4351,36.72,243.48,70.24,0.95,283,4.03
17-09-2023 16:49,-64.1511:-0.6882,14.54,292.59,75.94,0.89,214,6.98
17-09-2023 16:49,-21.9965:-154.0843,32.24,175.45,55.32,0.84,299,8.17
17-09-2023 16:49,21.1974:-38.4088,9.87,109.28,77.53,0.91,23,8.6
17-09-2023 16:49,-51.9845:-93.7537,18.17,284.26,72.48,0.93,325,9.31
17-09-2023 16:49,37.591:-67.8391,4.59,133.04,52.61,0.94,90,4.4
17-09-2023 16:49,63.5566:44.1596,31.81,214.25,41.39,0.97,246,7.5
17-09-2023 16:49,-44.1253:154.2867,13.97,112.55,63.95,0.9,210,8.35
17-09-2023 16:49,20.7584:-147.9241,0.12,257.09,45.56,0.84,61,4.59
17-09-2023 16:49,47.1672:3.2659,19.87,244.14,67.17,0.87,185,1.82
17-09-2023 16:49,-66.9673:74.465,26.92,278.71,23.13,0.99,272,4.4
17-09-2023 16:49,7.2232:115.9727,34.9,288.05,51.45,0.91,234,1.31
17-09-2023 16:49,-65.454:-132.6377,3.94,121.49,25.86,0.8,70,3.74
17-09-2023 16:49,86.0172:-38.2482,39.63,203.77,34.74,0.84,141,3.51
17-09-2023 16:49,70.1115:-118.1991,38.14,219.91,26.24,0.91,12,6.01
17-09-2023 16:49,-5.5555:-120.8422,28.27,114.23,54.54,0.88,107,4.47
17-09-2023 16:49,-16.3505:-136.4512,32.23,112.55,43.66,0.97,2,4.19
17-09-2023 16:49,30.8593:-60.6752,3.63,187.7,31.08,0.81,206,9.38
17-09-2023 16:49,3.1097:-42.5601,28.35,259.19,34.07,0.85,87,6.68
17-09-2023 16:49,-74.9175:170.6631,12.28,206.18,23.58,0.85,154,4.83
17-09-2023 16:49,3.3481:-50.3149,32.64,185.82,47.31,0.93,119,7.01
17-09-2023 16:49,55.5534:0.4925,19.5,250.83,41.32,0.85,221,7.51
17-09-2023 16:49,69.9153:-141.2934,25.35,182.77,64.01,0.93,125,5.03
17-09-2023 16:49,16.9622:-100.0798,12.23,175.91,68.74,0.9,266,8.16
17-09-2023 16:49,63.5209:93.0268,36.75,192.11,68.7,1,85,3.89
17-09-2023 16:49,1.5855:11.6687,15.78,191.46,61.85,0.97,144,1.32
17-09-2023 16:49,8.0952:-138.463,33.79,175.84,43.53,0.93,101,0.24
17-09-2023 16:49,43.2247:-15.6994,25.82,145.19,74.26,0.8,226,3.71
17-09-2023 16:49,2.0557:159.755,30.23,221.34,66.72,0.84,171,8.5
17-09-2023 16:49,-18.9018:51.4216,17.02,255.08,38.56,0.84,282,0.42
17-09-2023 16:49,41.4137:-175.7645,33.1,227.14,36.41,0.86,262,1.17
17-09-2023 16:49,9.1047:61.5809,35.1,298.22,64.85,0.87,27,7.32
17-09-2023 16:49,-24.6146:50.1564,27.21,163.91,63.21,0.89,79,6.71
17-09-2023 16:49,-8.7862:-20.0091,3.06,244.74,59.21,0.95,227,7.42
17-09-2023 16:49,-84.0106:-147.5506,38.22,118.17,38.31,0.93,261,8.43
17-09-2023 16:49,-82.4468:21.4071,22.84,257.04,57.58,0.9,282,9.21
17-09-2023 16:49,-71.9928:81.2421,36.14,255.1,25.92,0.94,279,5.33
17-09-2023 16:49,7.5312:130.5632,2.84,258.81,46.93,0.92,211,8.13
17-09-2023 16:49,12.4063:92.2887,23.93,180.61,70.8,0.82,299,1.2
17-09-2023 16:49,-71.6647:-22.629,24.54,141.04,56.09,0.98,288,9.4
17-09-2023 16:49,48.186:66.3013,3.55,176.98,69.73,0.92,24,1.98
17-09-2023 16:49,25.5471:2.8655,18.94,200.58,57.45,0.89,30,7.8
17-09-2023 16:49,-1.7103:-165.6334,27.9,191.8,36.49,0.88,314,7.42
17-09-2023 16:49,-38.6839:-145.6882,21.42,249.49,47.04,0.96,230,4.66
17-09-2023 16:49,88.6318:92.7568,7.84,124.23,30.77,0.88,162,6.55
17-09-2023 16:49,15.2639:-23.137,38.78,265.58,52.33,0.96,334,2.58
17-09-2023 16:49,78.6579:-136.1589,32.33,162.87,75.24,0.98,3,2.45
17-09-2023 16:49,21.4866:-97.0183,37.32,214.6,28.19,0.85,108,8.38
17-09-2023 16:49,-81.9995:-112.4335,34.48,125.73,45.17,0.97,199,0.92
17-09-2023 16:49,79.0462:101.6764,2.24,143.94,75.44,1,230,9.97
17-09-2023 16:49,-89.6205:169.3758,34.47,143.39,23.16,0.85,143,2.06
17-09-2023 16:49,-66.7283:-144.9839,37.1,218.34,68.55,1,221,6.09
17-09-2023 16:49,-66.7218:69.9926,30.06,269.58,39.15,0.84,345,9.77
17-09-2023 16:49,-27.634:7.8424,38.13,210.21,24.18,0.81,123,1.7
17-09-2023 16:49,-20.4238:131.7349,18.91,161.81,24.54,0.86,118,2.68
17-09-2023 16:49,-13.1986:155.218,30.01,141,78.26,0.95,311,3.76
